match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:04,2,1,64,1,0,0,0,0,0,2,1,2,34,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0.843,1,123.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:27,2,1,65,1,0,0,0,0,15,2,1,2,34,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0.864,1,117.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:52,2,1,66,1,0,0,0,0,30,2,1,2,34,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.619,3.818,1,123.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:48:17,2,1,67,1,0,0,0,0,40,2,1,2,34,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,6.471,1,122.0,C,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:17,2,2,68,1,0,0,1,0,0,1,1,1,35,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,1.015,1,127.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:38,2,2,69,1,0,0,1,15,0,1,2,1,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.754,3.715,1,102.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:50:14,2,2,70,1,0,0,1,30,0,1,2,2,36,34,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.314,3.801,2,111.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:10,2,2,71,1,0,0,1,30,15,1,1,2,36,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.48,40.171,12,118.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:54,2,2,72,1,0,0,1,30,30,1,1,1,37,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,1.682,1,126.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:52:21,2,2,73,1,0,0,1,40,30,1,2,2,37,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.674,13.243,2,97.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:53:06,2,2,74,1,0,0,1,40,40,1,2,2,37,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.494,9.222,2,105.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:11,2,2,75,1,0,0,1,40,AD,1,1,2,37,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.235,10.59,2,129.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:56,2,3,76,1,0,0,2,0,0,2,1,2,37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.125,7.455,1,126.0,C,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:20,2,3,77,1,0,0,2,0,15,2,1,2,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.712,11.06,1,128.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:50,2,3,78,1,0,0,2,0,30,2,1,2,37,41,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.788,5.077,3,108.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:57:08,2,3,79,1,0,0,2,0,40,2,2,2,37,42,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.044,35.246,7,101.0,W,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:59:22,2,4,80,1,0,0,3,0,0,1,2,2,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.924,44.017,10,106.0,B,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:00:17,2,4,81,1,0,0,3,0,15,1,1,1,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.013,9.173,1,111.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:00:41,2,4,82,1,0,0,3,15,15,1,1,1,39,43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0.939,1,110.0,W,CTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:01:21,2,4,83,1,0,0,3,30,15,1,1,2,39,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.844,40.876,8,119.0,C,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:05,2,4,84,1,0,0,3,30,30,1,2,2,39,45,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.977,15.558,4,95.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:54,2,4,85,1,0,0,3,30,40,1,2,1,40,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,9.419,12.316,3,95.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:03:50,2,4,86,1,0,0,3,40,40,1,1,1,41,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.306,18.004,3,102.0,BW,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:04:21,2,4,87,1,0,0,3,AD,40,1,2,1,42,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.74,38.948,11,120.0,B,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:05:38,2,5,88,1,0,1,3,0,0,2,1,2,42,46,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.199,15.177,5,113.0,W,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:16,2,5,89,1,0,1,3,0,15,2,1,2,42,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.273,7.428,1,128.0,W,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:46,2,5,90,1,0,1,3,0,30,2,2,1,43,47,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.467,16.135,6,111.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:07:42,2,5,91,1,0,1,3,15,30,2,1,1,44,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36.689,27.317,8,131.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:08:26,2,5,92,1,0,1,3,30,30,2,1,1,45,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.829,32.608,10,134.0,C,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:09:19,2,5,93,1,0,1,3,40,30,2,1,2,45,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,30.783,24.947,5,123.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:10:24,2,5,94,1,0,1,3,40,40,2,2,1,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.903,38.624,10,107.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:11:30,2,5,95,1,0,1,3,AD,40,2,1,2,46,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,26.961,12.75,3,118.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:12:08,2,5,96,1,0,1,3,40,40,2,1,2,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.211,4.663,1,131.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:12:37,2,5,97,1,0,1,3,40,AD,2,1,2,46,51,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.629,16.426,5,129.0,BW,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:14:48,2,6,98,1,0,1,4,0,0,1,2,2,46,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.367,14.617,2,115.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:15:27,2,6,99,1,0,1,4,0,15,1,1,1,47,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716,6.076,1,109.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:15:55,2,6,100,1,0,1,4,15,15,1,2,2,47,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.607,6.246,2,91.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:16:53,2,6,101,1,0,1,4,15,30,1,1,1,48,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.576,4.202,1,126.0,W,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:17:22,2,6,102,1,0,1,4,30,30,1,1,1,49,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.352,19.512,1,108.0,B,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:17:48,2,6,103,1,0,1,4,40,30,1,1,2,49,54,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.38,47.896,10,97.0,W,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:18:30,2,6,104,1,0,1,4,40,40,1,1,1,50,54,0,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.675,16.449,3,127.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:19:01,2,6,105,1,0,1,4,AD,40,1,2,1,51,54,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.157,1,121.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:19:57,2,7,106,1,0,2,4,0,0,2,1,1,52,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.854,13.776,4,118.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:20:31,2,7,107,1,0,2,4,15,0,2,1,2,52,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.377,13.994,3,128.0,W,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:21:06,2,7,108,1,0,2,4,15,15,2,1,2,52,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.452,17.608,3,132.0,C,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:21:41,2,7,109,1,0,2,4,15,30,2,1,2,52,57,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.127,10.798,3,125.0,W,CTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:22:15,2,7,110,1,0,2,4,15,40,2,1,1,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.298,14.758,2,108.0,W,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:22:46,2,7,111,1,0,2,4,30,40,2,2,1,54,57,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,50.075,39.635,8,98.0,BW,NCTL,ND
